Num,MSE
782,0.169765
783,0.169609
784,0.169454
785,0.169299
786,0.169144
787,0.168990
788,0.168836
789,0.168682
790,0.168529
791,0.168376
792,0.168224
793,0.168071
794,0.167920
795,0.167769
796,0.167619
797,0.167468
798,0.167318
799,0.167169
800,0.167020
801,0.166871
802,0.166722
803,0.166574
804,0.166426
805,0.166278
806,0.166131
807,0.165984
808,0.165837
809,0.165691
810,0.165545
811,0.165399
812,0.165254
813,0.165109
814,0.164964
815,0.164820
816,0.164676
817,0.164533
818,0.164389
819,0.164246
820,0.164104
821,0.163962
822,0.163820
823,0.163678
824,0.163537
825,0.163397
826,0.163257
827,0.163117
828,0.162977
829,0.162838
830,0.162699
831,0.162560
832,0.162422
833,0.162284
834,0.162146
835,0.162009
836,0.161872
837,0.161735
838,0.161598
839,0.161462
840,0.161326
841,0.161191
842,0.161055
843,0.160920
844,0.160786
845,0.160652
846,0.160518
847,0.160384
848,0.160251
849,0.160118
850,0.159986
851,0.159854
852,0.159722
853,0.159591
854,0.159459
855,0.159328
856,0.159198
857,0.159067
858,0.158937
859,0.158807
860,0.158678
861,0.158548
862,0.158419
863,0.158291
864,0.158162
865,0.158034
866,0.157906
867,0.157779
868,0.157651
869,0.157524
870,0.157397
871,0.157271
872,0.157145
873,0.157019
874,0.156893
875,0.156768
876,0.156643
877,0.156518
878,0.156394
879,0.156269
880,0.156146
881,0.156022
882,0.155900
883,0.155777
884,0.155655
885,0.155532
886,0.155410
887,0.155289
888,0.155167
889,0.155046
890,0.154925
891,0.154804
892,0.154684
893,0.154564
894,0.154444
895,0.154324
896,0.154204
897,0.154085
898,0.153966
899,0.153847
900,0.153729
901,0.153611
902,0.153493
903,0.153375
904,0.153258
905,0.153140
906,0.153024
907,0.152907
908,0.152790
909,0.152675
910,0.152559
911,0.152444
912,0.152329
913,0.152214
914,0.152099
915,0.151984
916,0.151870
917,0.151756
918,0.151642
919,0.151529
920,0.151415
921,0.151302
922,0.151190
923,0.151077
924,0.150964
925,0.150852
926,0.150740
927,0.150629
928,0.150517
929,0.150406
930,0.150295
931,0.150184
932,0.150073
933,0.149963
934,0.149853
935,0.149743
936,0.149633
937,0.149524
938,0.149415
939,0.149306
940,0.149197
941,0.149088
942,0.148980
943,0.148872
944,0.148764
945,0.148657
946,0.148549
947,0.148442
948,0.148336
949,0.148229
950,0.148123
951,0.148017
952,0.147911
953,0.147805
954,0.147700
955,0.147594
956,0.147489
957,0.147384
958,0.147280
959,0.147175
960,0.147071
961,0.146967
962,0.146863
963,0.146760
964,0.146656
965,0.146553
966,0.146450
967,0.146347
968,0.146245
969,0.146142
970,0.146040
971,0.145938
972,0.145836
973,0.145735
974,0.145633
975,0.145532
976,0.145431
977,0.145330
978,0.145230
979,0.145130
980,0.145029
981,0.144930
982,0.144830
983,0.144731
984,0.144632
985,0.144533
986,0.144434
987,0.144336
988,0.144237
989,0.144139
990,0.144041
991,0.143944
992,0.143846
993,0.143749
994,0.143651
995,0.143554
996,0.143458
997,0.143361
998,0.143265
999,0.143168
1000,0.143072
1001,0.142976
1002,0.142880
1003,0.142785
1004,0.142690
1005,0.142594
1006,0.142499
1007,0.142405
1008,0.142310
1009,0.142215
1010,0.142121
1011,0.142027
1012,0.141933
1013,0.141839
1014,0.141746
1015,0.141653
1016,0.141559
1017,0.141466
1018,0.141373
1019,0.141281
1020,0.141188
1021,0.141096
1022,0.141004
1023,0.140912
1024,0.140820
1025,0.140729
1026,0.140637
1027,0.140546
1028,0.140455
1029,0.140364
1030,0.140274
1031,0.140183
1032,0.140093
1033,0.140003
1034,0.139913
1035,0.139823
1036,0.139734
1037,0.139645
1038,0.139555
1039,0.139466
1040,0.139378
1041,0.139289
1042,0.139200
1043,0.139112
1044,0.139024
1045,0.138936
1046,0.138848
1047,0.138760
1048,0.138673
1049,0.138585
1050,0.138498
1051,0.138411
1052,0.138324
1053,0.138237
1054,0.138151
1055,0.138064
1056,0.137978
1057,0.137892
1058,0.137806
1059,0.137720
1060,0.137634
1061,0.137549
1062,0.137463
1063,0.137378
1064,0.137293
1065,0.137208
1066,0.137124
1067,0.137039
1068,0.136955
1069,0.136871
1070,0.136786
1071,0.136703
1072,0.136619
1073,0.136535
1074,0.136452
1075,0.136368
1076,0.136285
1077,0.136202
1078,0.136119
1079,0.136037
1080,0.135955
1081,0.135872
1082,0.135790
1083,0.135708
1084,0.135627
1085,0.135545
1086,0.135464
1087,0.135382
1088,0.135301
1089,0.135220
1090,0.135139
1091,0.135058
1092,0.134978
1093,0.134897
1094,0.134817
1095,0.134737
1096,0.134657
1097,0.134577
1098,0.134497
1099,0.134417
1100,0.134338
1101,0.134258
1102,0.134179
1103,0.134100
1104,0.134021
1105,0.133942
1106,0.133863
1107,0.133785
1108,0.133706
1109,0.133628
1110,0.133550
1111,0.133472
1112,0.133394
1113,0.133317
1114,0.133239
1115,0.133162
1116,0.133085
1117,0.133008
1118,0.132931
1119,0.132855
1120,0.132778
1121,0.132701
1122,0.132625
1123,0.132549
1124,0.132473
1125,0.132397
1126,0.132321
1127,0.132245
1128,0.132170
1129,0.132094
1130,0.132019
1131,0.131944
1132,0.131868
1133,0.131793
1134,0.131719
1135,0.131644
1136,0.131569
1137,0.131495
1138,0.131421
1139,0.131346
1140,0.131272
1141,0.131198
1142,0.131124
1143,0.131051
1144,0.130977
1145,0.130904
1146,0.130830
1147,0.130757
1148,0.130684
1149,0.130611
1150,0.130538
1151,0.130466
1152,0.130393
1153,0.130321
1154,0.130248
1155,0.130176
1156,0.130104
1157,0.130032
1158,0.129960
1159,0.129888
1160,0.129817
1161,0.129745
1162,0.129674
1163,0.129603
1164,0.129532
1165,0.129461
1166,0.129390
1167,0.129319
1168,0.129248
1169,0.129178
1170,0.129107
1171,0.129037
1172,0.128967
1173,0.128897
1174,0.128827
1175,0.128757
1176,0.128687
1177,0.128618
1178,0.128548
1179,0.128479
1180,0.128410
1181,0.128341
1182,0.128272
1183,0.128203
1184,0.128134
1185,0.128066
1186,0.127997
1187,0.127929
1188,0.127860
1189,0.127792
1190,0.127725
1191,0.127657
1192,0.127589
1193,0.127522
1194,0.127454
1195,0.127387
1196,0.127320
1197,0.127252
1198,0.127185
1199,0.127118
1200,0.127052
1201,0.126985
1202,0.126918
1203,0.126852
1204,0.126785
1205,0.126719
1206,0.126653
1207,0.126587
1208,0.126521
1209,0.126455
1210,0.126389
1211,0.126323
1212,0.126258
1213,0.126192
1214,0.126127
1215,0.126062
1216,0.125997
1217,0.125932
1218,0.125867
1219,0.125802
1220,0.125737
1221,0.125672
1222,0.125608
1223,0.125543
1224,0.125479
1225,0.125415
1226,0.125351
1227,0.125287
1228,0.125223
1229,0.125159
1230,0.125095
1231,0.125032
1232,0.124968
1233,0.124905
1234,0.124841
1235,0.124778
1236,0.124715
1237,0.124652
1238,0.124589
1239,0.124526
1240,0.124464
1241,0.124401
1242,0.124339
1243,0.124276
1244,0.124214
1245,0.124152
1246,0.124089
1247,0.124027
1248,0.123966
1249,0.123904
1250,0.123842
1251,0.123780
1252,0.123719
1253,0.123658
1254,0.123596
1255,0.123535
1256,0.123474
1257,0.123413
1258,0.123352
1259,0.123291
1260,0.123231
1261,0.123170
1262,0.123110
1263,0.123049
1264,0.122989
1265,0.122929
1266,0.122869
1267,0.122809
1268,0.122749
1269,0.122689
1270,0.122629
1271,0.122570
1272,0.122510
1273,0.122451
1274,0.122391
1275,0.122332
1276,0.122273
1277,0.122214
1278,0.122155
1279,0.122096
1280,0.122037
1281,0.121978
1282,0.121920
1283,0.121861
1284,0.121803
1285,0.121744
1286,0.121686
1287,0.121628
1288,0.121570
1289,0.121512
1290,0.121454
1291,0.121396
1292,0.121338
1293,0.121280
1294,0.121223
1295,0.121165
1296,0.121108
1297,0.121051
1298,0.120993
1299,0.120936
1300,0.120879
1301,0.120822
1302,0.120765
1303,0.120708
1304,0.120652
1305,0.120595
1306,0.120539
1307,0.120482
1308,0.120426
1309,0.120369
1310,0.120313
1311,0.120257
1312,0.120201
1313,0.120145
1314,0.120089
1315,0.120033
1316,0.119978
1317,0.119922
1318,0.119867
1319,0.119811
1320,0.119756
1321,0.119700
1322,0.119645
1323,0.119590
1324,0.119535
1325,0.119480
1326,0.119425
1327,0.119370
1328,0.119316
1329,0.119261
1330,0.119207
1331,0.119152
1332,0.119098
1333,0.119044
1334,0.118989
1335,0.118935
1336,0.118881
1337,0.118827
1338,0.118774
1339,0.118720
1340,0.118666
1341,0.118613
1342,0.118559
1343,0.118506
1344,0.118452
1345,0.118399
1346,0.118346
1347,0.118293
1348,0.118240
1349,0.118187
1350,0.118134
1351,0.118081
1352,0.118028
1353,0.117976
1354,0.117923
1355,0.117871
1356,0.117818
1357,0.117766
1358,0.117713
1359,0.117661
1360,0.117609
1361,0.117557
1362,0.117505
1363,0.117453
1364,0.117401
1365,0.117350
1366,0.117298
1367,0.117246
1368,0.117195
1369,0.117143
1370,0.117092
1371,0.117041
1372,0.116989
1373,0.116938
1374,0.116887
1375,0.116836
1376,0.116785
1377,0.116734
1378,0.116683
1379,0.116633
1380,0.116582
1381,0.116531
1382,0.116481
1383,0.116430
1384,0.116380
1385,0.116330
1386,0.116279
1387,0.116229
1388,0.116180
1389,0.116130
1390,0.116080
1391,0.116030
1392,0.115980
1393,0.115931
1394,0.115881
1395,0.115832
1396,0.115782
1397,0.115733
1398,0.115684
1399,0.115635
1400,0.115585
1401,0.115536
1402,0.115487
1403,0.115438
1404,0.115389
1405,0.115341
1406,0.115292
1407,0.115243
1408,0.115195
1409,0.115146
1410,0.115098
1411,0.115049
1412,0.115001
1413,0.114952
1414,0.114904
1415,0.114856
1416,0.114808
1417,0.114760
1418,0.114712
1419,0.114664
1420,0.114616
1421,0.114569
1422,0.114521
1423,0.114473
1424,0.114426
1425,0.114378
1426,0.114331
1427,0.114283
1428,0.114236
1429,0.114189
1430,0.114142
1431,0.114094
1432,0.114047
1433,0.114000
1434,0.113954
1435,0.113907
1436,0.113860
1437,0.113813
1438,0.113766
1439,0.113720
1440,0.113673
1441,0.113627
1442,0.113580
1443,0.113534
1444,0.113488
1445,0.113442
1446,0.113395
1447,0.113349
1448,0.113303
1449,0.113257
1450,0.113211
1451,0.113166
1452,0.113120
1453,0.113074
1454,0.113028
1455,0.112983
1456,0.112937
1457,0.112892
1458,0.112846
1459,0.112801
1460,0.112756
1461,0.112711
1462,0.112665
1463,0.112620
1464,0.112575
1465,0.112530
1466,0.112485
1467,0.112440
1468,0.112396
1469,0.112351
1470,0.112306
1471,0.112262
1472,0.112217
1473,0.112173
1474,0.112128
1475,0.112084
1476,0.112039
1477,0.111995
1478,0.111951
1479,0.111907
1480,0.111863
1481,0.111819
1482,0.111775
1483,0.111731
1484,0.111687
1485,0.111643
1486,0.111599
1487,0.111556
1488,0.111512
1489,0.111469
1490,0.111425
1491,0.111382
1492,0.111338
1493,0.111295
1494,0.111252
1495,0.111208
1496,0.111165
1497,0.111122
1498,0.111079
1499,0.111036
1500,0.110993
1501,0.110950
1502,0.110908
1503,0.110865
1504,0.110822
1505,0.110780
1506,0.110737
1507,0.110695
1508,0.110652
1509,0.110610
1510,0.110568
1511,0.110525
1512,0.110483
1513,0.110441
1514,0.110399
1515,0.110357
1516,0.110315
1517,0.110273
1518,0.110231
1519,0.110189
1520,0.110148
1521,0.110106
1522,0.110064
1523,0.110023
1524,0.109981
1525,0.109940
1526,0.109898
1527,0.109857
1528,0.109816
1529,0.109774
1530,0.109733
1531,0.109692
1532,0.109651
1533,0.109610
1534,0.109569
1535,0.109528
1536,0.109487
1537,0.109446
1538,0.109405
1539,0.109364
1540,0.109324
1541,0.109283
1542,0.109242
1543,0.109202
1544,0.109161
1545,0.109121
1546,0.109081
1547,0.109040
1548,0.109000
1549,0.108960
1550,0.108920
1551,0.108879
1552,0.108839
1553,0.108799
1554,0.108759
1555,0.108719
1556,0.108679
1557,0.108640
1558,0.108600
1559,0.108560
1560,0.108520
1561,0.108481
1562,0.108441
1563,0.108402
1564,0.108362
1565,0.108323
1566,0.108283
1567,0.108244
1568,0.108205
1569,0.108165
1570,0.108126
1571,0.108087
1572,0.108048
1573,0.108009
1574,0.107970
1575,0.107931
1576,0.107892
1577,0.107853
1578,0.107815
1579,0.107776
1580,0.107737
1581,0.107698
1582,0.107660
1583,0.107621
1584,0.107583
1585,0.107544
1586,0.107506
1587,0.107468
1588,0.107429
1589,0.107391
1590,0.107353
1591,0.107315
1592,0.107277
1593,0.107238
1594,0.107200
1595,0.107162
1596,0.107125
1597,0.107087
1598,0.107049
1599,0.107011
1600,0.106973
1601,0.106936
1602,0.106898
1603,0.106860
1604,0.106823
1605,0.106785
1606,0.106748
1607,0.106710
1608,0.106673
1609,0.106636
1610,0.106598
1611,0.106561
1612,0.106524
1613,0.106487
1614,0.106450
1615,0.106413
1616,0.106376
1617,0.106339
1618,0.106302
1619,0.106266
1620,0.106229
1621,0.106192
1622,0.106156
1623,0.106119
1624,0.106082
1625,0.106046
1626,0.106009
1627,0.105973
1628,0.105937
1629,0.105900
1630,0.105864
1631,0.105828
1632,0.105791
1633,0.105755
1634,0.105719
1635,0.105683
1636,0.105647
1637,0.105611
1638,0.105575
1639,0.105539
1640,0.105503
1641,0.105467
1642,0.105432
1643,0.105396
1644,0.105360
1645,0.105325
1646,0.105289
1647,0.105253
1648,0.105218
1649,0.105182
1650,0.105147
1651,0.105111
1652,0.105076
1653,0.105041
1654,0.105005
1655,0.104970
1656,0.104935
1657,0.104900
1658,0.104865
1659,0.104830
1660,0.104794
1661,0.104759
1662,0.104725
1663,0.104690
1664,0.104655
1665,0.104620
1666,0.104585
1667,0.104550
1668,0.104516
1669,0.104481
1670,0.104446
1671,0.104412
1672,0.104377
1673,0.104343
1674,0.104308
1675,0.104274
1676,0.104239
1677,0.104205
1678,0.104171
1679,0.104136
1680,0.104102
1681,0.104068
1682,0.104034
1683,0.104000
1684,0.103966
1685,0.103932
1686,0.103898
1687,0.103864
1688,0.103830
1689,0.103796
1690,0.103762
1691,0.103728
1692,0.103695
1693,0.103661
1694,0.103627
1695,0.103594
1696,0.103560
1697,0.103526
1698,0.103493
1699,0.103459
1700,0.103426
1701,0.103393
1702,0.103359
1703,0.103326
1704,0.103293
1705,0.103259
1706,0.103226
1707,0.103193
1708,0.103160
1709,0.103127
1710,0.103094
1711,0.103061
1712,0.103028
1713,0.102995
1714,0.102962
1715,0.102929
1716,0.102896
1717,0.102863
1718,0.102831
1719,0.102798
1720,0.102765
1721,0.102733
1722,0.102700
1723,0.102668
1724,0.102635
1725,0.102603
1726,0.102570
1727,0.102538
1728,0.102506
1729,0.102474
1730,0.102441
1731,0.102409
1732,0.102377
1733,0.102345
1734,0.102313
1735,0.102281
1736,0.102249
1737,0.102217
1738,0.102185
1739,0.102153
1740,0.102121
1741,0.102089
1742,0.102058
1743,0.102026
1744,0.101994
1745,0.101962
1746,0.101931
1747,0.101899
1748,0.101868
1749,0.101836
1750,0.101804
1751,0.101773
1752,0.101742
1753,0.101710
1754,0.101679
1755,0.101647
1756,0.101616
1757,0.101585
1758,0.101554
1759,0.101522
1760,0.101491
1761,0.101460
1762,0.101429
1763,0.101398
1764,0.101367
1765,0.101336
1766,0.101305
1767,0.101274
1768,0.101243
1769,0.101212
1770,0.101181
1771,0.101151
1772,0.101120
1773,0.101089
1774,0.101058
1775,0.101028
1776,0.100997
1777,0.100966
1778,0.100936
1779,0.100905
1780,0.100875
1781,0.100844
1782,0.100814
1783,0.100784
1784,0.100753
1785,0.100723
1786,0.100693
1787,0.100662
1788,0.100632
1789,0.100602
1790,0.100572
1791,0.100542
1792,0.100511
1793,0.100481
1794,0.100451
1795,0.100421
1796,0.100391
1797,0.100362
1798,0.100332
1799,0.100302
1800,0.100272
1801,0.100242
1802,0.100212
1803,0.100183
1804,0.100153
1805,0.100123
1806,0.100094
1807,0.100064
1808,0.100034
1809,0.100005
1810,0.099975
1811,0.099946
1812,0.099916
1813,0.099887
1814,0.099858
1815,0.099828
1816,0.099799
1817,0.099770
1818,0.099741
1819,0.099711
1820,0.099682
1821,0.099653
1822,0.099624
1823,0.099595
1824,0.099566
1825,0.099537
1826,0.099508
1827,0.099479
1828,0.099450
1829,0.099421
1830,0.099392
1831,0.099363
1832,0.099334
1833,0.099306
1834,0.099277
1835,0.099248
1836,0.099219
1837,0.099191
1838,0.099162
1839,0.099134
1840,0.099105
1841,0.099077
1842,0.099048
1843,0.099020
1844,0.098991
1845,0.098963
1846,0.098935
1847,0.098906
1848,0.098878
1849,0.098850
1850,0.098822
1851,0.098793
1852,0.098765
1853,0.098737
1854,0.098709
1855,0.098681
1856,0.098653
1857,0.098625
1858,0.098597
1859,0.098569
1860,0.098541
1861,0.098513
1862,0.098486
1863,0.098458
1864,0.098430
1865,0.098402
1866,0.098374
1867,0.098347
1868,0.098319
1869,0.098291
1870,0.098264
